date,funding_entity,region,Unnamed: 0,spend_lower,spend_upper,impressions_lower,impressions_upper,potential_reach_lower,potential_reach_upper
2018-08-12,Senate Leadership Fund,California,24,0.905625,26.53904325,537.8752499999998,803.78474325,0.0,0.0
2018-08-12,Senate Leadership Fund,Nevada,25,124.094375,618.2109567499998,12712.12475,18690.965256750005,0.0,0.0
2018-08-12,Senate Leadership Fund,Tennessee,26,2761.9047619047606,3798.709523809524,252792.85714285716,303345.37619047624,0.0,0.0
2018-08-13,Senate Leadership Fund,California,27,1.634125,118.49520174999996,585.5952500000002,1786.64475175,0.0,0.0
2018-08-13,Senate Leadership Fund,Nevada,28,223.365875,2160.7547982500005,18664.40475,41192.605248250016,0.0,0.0
2018-08-13,Senate Leadership Fund,Tennessee,29,2128.5714285714284,2867.042857142857,192792.85714285716,232347.0428571429,0.0,0.0
2018-08-14,Senate Leadership Fund,California,30,1.634125,48.20473975,520.72425,1012.47908975,0.0,0.0
2018-08-14,Senate Leadership Fund,Nevada,31,590.0325416666667,6161.711926916668,37729.27575,99597.43757691668,0.0,0.0
2018-08-14,Senate Leadership Fund,Tennessee,32,2128.5714285714284,2867.042857142857,192792.85714285716,232347.0428571429,0.0,0.0
2018-08-15,Senate Leadership Fund,California,33,0.0,0.16137,6.7250000000000005,8.35337,0.0,0.0
2018-08-15,Senate Leadership Fund,Nevada,34,366.6666666666666,1158.5052966666665,19993.275,30650.31329666666,0.0,0.0
2018-08-15,Senate Leadership Fund,Tennessee,35,2928.5714285714284,4063.042857142859,276292.85714285716,330343.04285714275,0.0,0.0
2018-08-16,Senate Leadership Fund,California,36,0.0,0.96954,15.303,25.086540000000007,0.0,0.0
2018-08-16,Senate Leadership Fund,Nevada,37,366.6666666666666,1850.697126666667,27984.69700000001,45626.58012666665,0.0,0.0
2018-08-16,Senate Leadership Fund,Tennessee,38,2928.5714285714284,3894.7428571428577,275642.85714285716,327994.7428571428,0.0,0.0
2018-08-17,Senate Leadership Fund,California,39,0.0,0.361878,5.718,9.369678,0.0,0.0
2018-08-17,Senate Leadership Fund,Nevada,40,0.0,544.138122,4994.282,10485.130321999999,0.0,0.0
2018-08-18,Senate Leadership Fund,California,41,0.038,0.59107175,16.29675,25.862746750000003,0.0,0.0
2018-08-18,Senate Leadership Fund,Nevada,42,158.2953333333334,1205.4922615833334,20233.70325,35463.553919916674,0.0,0.0
2018-08-19,Senate Leadership Fund,California,43,0.038,0.22919375000000006,10.57875,16.493068750000006,0.0,0.0
2018-08-19,Senate Leadership Fund,Nevada,44,158.2953333333334,661.3541395833333,15239.42125,24978.42359791667,0.0,0.0
2018-08-20,Senate Leadership Fund,California,45,0.038,0.22919375000000006,10.57875,16.493068750000006,0.0,0.0
2018-08-20,Senate Leadership Fund,Nevada,46,208.29533333333336,1008.3541395833333,18739.421250000007,31475.42359791667,0.0,0.0
2018-08-21,Senate Leadership Fund,California,47,0.038,0.44031125,12.40475,20.44943625,0.0,0.0
2018-08-21,Senate Leadership Fund,Nevada,48,574.962,2628.80968875,22737.59525,47458.80056375,0.0,0.0
2018-08-22,Senate Leadership Fund,California,49,0.0,0.2111175,1.8259999999999998,3.9563675,0.0,0.0
2018-08-22,Senate Leadership Fund,Nevada,50,300.0,1091.7888825,8998.174,18988.0436325,0.0,0.0
2018-08-23,Senate Leadership Fund,California,51,0.09635714285714284,0.380671,8.240714285714287,12.597128142857144,0.0,0.0
2018-08-23,Senate Leadership Fund,Nevada,52,314.18935714285715,794.7621861428572,19991.759285714284,28268.260014714284,0.0,0.0
2018-08-24,Senate Leadership Fund,California,53,0.10420714285714286,0.4419315,10.152380952380954,15.047755309523811,0.0,0.0
2018-08-24,Senate Leadership Fund,Nevada,54,347.5148404761905,828.0342589761904,23989.847619047618,32265.80938754761,0.0,0.0
2018-08-25,Senate Leadership Fund,California,55,0.10420714285714286,0.1944315,10.152380952380954,12.550255309523811,0.0,0.0
2018-08-25,Senate Leadership Fund,Nevada,56,347.5148404761905,531.2817589761903,23989.847619047618,29271.306887547616,0.0,0.0
2018-08-26,Senate Leadership Fund,California,57,0.10420714285714286,0.1944315,10.152380952380954,12.550255309523811,0.0,0.0
2018-08-26,Senate Leadership Fund,Nevada,58,347.5148404761905,531.2817589761903,23989.847619047618,29271.306887547616,0.0,0.0
2018-08-27,Senate Leadership Fund,California,59,0.10420714285714286,0.1944315,10.152380952380954,12.550255309523811,0.0,0.0
2018-08-27,Senate Leadership Fund,Nevada,60,347.5148404761905,679.7817589761903,23989.847619047618,30769.806887547616,0.0,0.0
2018-08-28,Senate Leadership Fund,California,61,0.10420714285714286,0.1944315,10.152380952380954,12.550255309523811,0.0,0.0
2018-08-28,Senate Leadership Fund,Nevada,62,347.5148404761905,778.7817589761903,23989.847619047618,31768.806887547616,0.0,0.0
2018-08-29,Senate Leadership Fund,California,63,0.10420714285714286,0.3574845,10.152380952380954,14.195608309523811,0.0,0.0
2018-08-29,Senate Leadership Fund,Nevada,64,347.5148404761905,828.1187059761903,25989.847619047618,34266.66153454762,0.0,0.0
2018-08-30,Senate Leadership Fund,California,65,0.16058571428571428,0.2468712857142857,21.50242857142857,24.514271285714287,0.0,0.0
2018-08-30,Senate Leadership Fund,Nevada,66,685.5477857142856,1054.3157154285714,37692.546714285716,44544.0767582857,0.0,0.0
2018-08-30,Senate Leadership Fund,Washington,67,0.005914285714285714,0.008841857142857144,0.23657142857142854,0.2661132857142857,0.0,0.0
2018-08-31,Senate Leadership Fund,California,68,0.16058571428571428,0.2468712857142857,21.50242857142857,24.514271285714287,0.0,0.0
2018-08-31,Senate Leadership Fund,Nevada,69,685.5477857142856,1054.3157154285714,37692.546714285716,44544.0767582857,0.0,0.0
2018-08-31,Senate Leadership Fund,Washington,70,0.005914285714285714,0.008841857142857144,0.23657142857142854,0.2661132857142857,0.0,0.0
2018-09-01,Senate Leadership Fund,California,71,0.16058571428571428,0.2468712857142857,21.50242857142857,24.514271285714287,0.0,0.0
2018-09-01,Senate Leadership Fund,Nevada,72,685.5477857142856,1054.3157154285714,37692.546714285716,44544.0767582857,0.0,0.0
2018-09-01,Senate Leadership Fund,Washington,73,0.005914285714285714,0.008841857142857144,0.23657142857142854,0.2661132857142857,0.0,0.0
2018-09-02,Senate Leadership Fund,California,74,0.16058571428571428,0.2468712857142857,21.50242857142857,24.514271285714287,0.0,0.0
2018-09-02,Senate Leadership Fund,Nevada,75,685.5477857142856,1054.3157154285714,37692.546714285716,44544.0767582857,0.0,0.0
2018-09-02,Senate Leadership Fund,Washington,76,0.005914285714285714,0.008841857142857144,0.23657142857142854,0.2661132857142857,0.0,0.0
2018-09-03,Senate Leadership Fund,California,77,0.16058571428571428,0.2468712857142857,21.50242857142857,24.514271285714287,0.0,0.0
2018-09-03,Senate Leadership Fund,Nevada,78,685.5477857142856,1054.3157154285714,37692.546714285716,44544.0767582857,0.0,0.0
2018-09-03,Senate Leadership Fund,Washington,79,0.005914285714285714,0.008841857142857144,0.23657142857142854,0.2661132857142857,0.0,0.0
2018-09-04,Senate Leadership Fund,California,80,0.16058571428571428,0.2468712857142857,21.50242857142857,24.514271285714287,0.0,0.0
2018-09-04,Senate Leadership Fund,Nevada,81,685.5477857142856,1054.3157154285714,37692.546714285716,44544.0767582857,0.0,0.0
2018-09-04,Senate Leadership Fund,Washington,82,0.005914285714285714,0.008841857142857144,0.23657142857142854,0.2661132857142857,0.0,0.0
2018-09-04,Senate Leadership Fund,West Virginia,83,3071.4285714285706,4153.714285714287,137857.14285714284,159996.57142857142,0.0,0.0
2018-09-05,Senate Leadership Fund,California,84,0.16058571428571428,0.2468712857142857,21.50242857142857,24.514271285714287,0.0,0.0
2018-09-05,Senate Leadership Fund,Nevada,85,685.5477857142856,1054.3157154285714,37692.546714285716,44544.0767582857,0.0,0.0
2018-09-05,Senate Leadership Fund,Washington,86,0.005914285714285714,0.008841857142857144,0.23657142857142854,0.2661132857142857,0.0,0.0
2018-09-05,Senate Leadership Fund,West Virginia,87,3071.4285714285706,4153.714285714287,137857.14285714284,159996.57142857142,0.0,0.0
2018-09-06,Senate Leadership Fund,West Virginia,88,3071.4285714285706,4153.714285714287,137857.14285714284,159996.57142857142,0.0,0.0
2018-09-07,Senate Leadership Fund,West Virginia,89,3071.4285714285706,4153.714285714287,137857.14285714284,159996.57142857142,0.0,0.0
2018-09-08,Senate Leadership Fund,West Virginia,90,3071.4285714285706,4153.714285714287,137857.14285714284,159996.57142857142,0.0,0.0
2018-09-09,Senate Leadership Fund,West Virginia,91,3071.4285714285706,4153.714285714287,137857.14285714284,159996.57142857142,0.0,0.0
2018-09-10,Senate Leadership Fund,West Virginia,92,9271.428571428574,11700.714285714279,365982.14285714296,433118.5714285715,0.0,0.0
2018-09-11,Senate Leadership Fund,Indiana,93,1371.4285714285716,1841.5714285714284,120000.0,140713.0,0.0,0.0
2018-09-11,Senate Leadership Fund,Missouri,94,2250.0,3169.75,140750.0,172744.75,0.0,0.0
2018-09-11,Senate Leadership Fund,Nevada,95,928.5714285714283,2711.714285714286,45523.809523809534,69554.57142857142,0.0,0.0
2018-09-11,Senate Leadership Fund,North Dakota,96,628.5714285714288,755.8571428571429,32142.857142857152,38570.142857142855,0.0,0.0
2018-09-11,Senate Leadership Fund,Tennessee,97,3371.428571428571,4282.285714285715,214285.71428571435,259853.7142857143,0.0,0.0
2018-09-11,Senate Leadership Fund,West Virginia,98,6200.0,7547.0,228125.0,273122.0,0.0,0.0
2018-09-12,Senate Leadership Fund,Indiana,99,1371.4285714285716,1841.5714285714284,120000.0,140713.0,0.0,0.0
2018-09-12,Senate Leadership Fund,Missouri,100,2250.0,3046.0,140750.0,171496.0,0.0,0.0
2018-09-12,Senate Leadership Fund,Nevada,101,945.2380952380953,1886.880952380952,45357.14285714286,60896.40476190476,0.0,0.0
2018-09-12,Senate Leadership Fund,North Dakota,102,628.5714285714288,755.8571428571429,32142.857142857152,38570.142857142855,0.0,0.0
2018-09-12,Senate Leadership Fund,Tennessee,103,3371.428571428571,4282.285714285715,214285.71428571435,259853.7142857143,0.0,0.0
2018-09-12,Senate Leadership Fund,West Virginia,104,6200.0,7547.0,228125.0,273122.0,0.0,0.0
2018-09-13,Senate Leadership Fund,Indiana,105,1371.4285714285716,1841.5714285714284,120000.0,140713.0,0.0,0.0
2018-09-13,Senate Leadership Fund,Missouri,106,2666.666666666667,3479.833333333333,181583.33333333328,217996.5,0.0,0.0
2018-09-13,Senate Leadership Fund,Nevada,107,1045.2380952380952,1887.8809523809525,57857.14285714286,74397.40476190478,0.0,0.0
2018-09-13,Senate Leadership Fund,North Dakota,108,628.5714285714288,755.8571428571429,32142.857142857152,38570.142857142855,0.0,0.0
2018-09-13,Senate Leadership Fund,Tennessee,109,3371.428571428571,4282.285714285715,214285.71428571435,259853.7142857143,0.0,0.0
2018-09-13,Senate Leadership Fund,West Virginia,110,6200.0,7547.0,228125.0,273122.0,0.0,0.0
2018-09-14,Senate Leadership Fund,Indiana,111,1371.4285714285716,1841.5714285714284,120000.0,140713.0,0.0,0.0
2018-09-14,Senate Leadership Fund,Missouri,112,2666.666666666667,3479.833333333333,181583.33333333328,217996.5,0.0,0.0
2018-09-14,Senate Leadership Fund,Nevada,113,945.2380952380953,1688.8809523809525,61440.47619047617,77648.40476190478,0.0,0.0
2018-09-14,Senate Leadership Fund,North Dakota,114,628.5714285714288,755.8571428571429,32142.857142857152,38570.142857142855,0.0,0.0
2018-09-14,Senate Leadership Fund,Tennessee,115,3371.428571428571,4282.285714285715,214285.71428571435,259853.7142857143,0.0,0.0
2018-09-14,Senate Leadership Fund,West Virginia,116,6200.0,7547.0,228125.0,273122.0,0.0,0.0
2018-09-15,Senate Leadership Fund,Indiana,117,1371.4285714285716,1841.5714285714284,120000.0,140713.0,0.0,0.0
2018-09-15,Senate Leadership Fund,Missouri,118,4383.333333333334,5734.083333333334,173500.0,206575.75,0.0,0.0
2018-09-15,Senate Leadership Fund,Nevada,119,845.2380952380953,1291.8809523809525,48940.47619047619,60151.40476190476,0.0,0.0
2018-09-15,Senate Leadership Fund,North Dakota,120,628.5714285714288,755.8571428571429,32142.857142857152,38570.142857142855,0.0,0.0
2018-09-15,Senate Leadership Fund,Tennessee,121,3371.428571428571,4282.285714285715,214285.71428571435,259853.7142857143,0.0,0.0
2018-09-15,Senate Leadership Fund,West Virginia,122,6200.0,7547.0,228125.0,273122.0,0.0,0.0
2018-09-16,Senate Leadership Fund,Indiana,123,1371.4285714285716,1841.5714285714284,120000.0,140713.0,0.0,0.0
2018-09-16,Senate Leadership Fund,Missouri,124,3583.333333333333,4612.333333333334,134500.0,156329.0,0.0,0.0
2018-09-16,Senate Leadership Fund,Nevada,125,845.2380952380953,1291.8809523809525,48940.47619047619,60151.40476190476,0.0,0.0
2018-09-16,Senate Leadership Fund,North Dakota,126,628.5714285714288,755.8571428571429,32142.857142857152,38570.142857142855,0.0,0.0
2018-09-16,Senate Leadership Fund,Tennessee,127,3371.428571428571,4282.285714285715,214285.71428571435,259853.7142857143,0.0,0.0
2018-09-16,Senate Leadership Fund,West Virginia,128,11422.222222222224,13766.555555555557,431458.33333333326,518119.33333333343,0.0,0.0
2018-09-17,Senate Leadership Fund,Indiana,129,1371.4285714285716,1841.5714285714284,120000.0,140713.0,0.0,0.0
2018-09-17,Senate Leadership Fund,Missouri,130,3583.333333333333,5008.333333333335,134500.0,160325.0,0.0,0.0
2018-09-17,Senate Leadership Fund,Nevada,131,845.2380952380953,1291.8809523809525,48940.47619047619,60151.40476190476,0.0,0.0
2018-09-17,Senate Leadership Fund,North Dakota,132,628.5714285714288,755.8571428571429,32142.857142857152,38570.142857142855,0.0,0.0
2018-09-17,Senate Leadership Fund,Tennessee,133,3371.428571428571,4282.285714285715,214285.71428571435,259853.7142857143,0.0,0.0
2018-09-17,Senate Leadership Fund,West Virginia,134,11422.222222222224,13766.555555555557,431458.33333333326,518119.33333333343,0.0,0.0
2018-09-18,Senate Leadership Fund,Indiana,135,3607.142857142857,4392.214285714286,233928.57142857145,187499.42857142855,0.0,0.0
2018-09-18,Senate Leadership Fund,Missouri,136,7541.666666666668,10525.52976190476,402029.7619047619,469352.9107142856,0.0,0.0
2018-09-18,Senate Leadership Fund,Nevada,137,2642.857142857143,3650.7619047619055,112785.71428571432,139112.66666666663,0.0,0.0
2018-09-18,Senate Leadership Fund,North Dakota,138,657.1428571428573,955.8571428571428,35000.0,42855.85714285714,0.0,0.0
2018-09-18,Senate Leadership Fund,Tennessee,139,3381.5476190476197,3997.833333333334,167529.76190476192,200711.52380952387,0.0,0.0
2018-09-18,Senate Leadership Fund,West Virginia,140,5222.222222222223,6219.555555555557,203333.33333333328,244997.33333333328,0.0,0.0
2018-09-19,Senate Leadership Fund,Indiana,141,3607.142857142857,4392.214285714286,233928.57142857145,187499.42857142855,0.0,0.0
2018-09-19,Senate Leadership Fund,Missouri,142,7125.000000000001,9992.696428571428,361196.4285714286,421853.4107142856,0.0,0.0
2018-09-19,Senate Leadership Fund,Nevada,143,2242.857142857143,2854.761904761905,93785.71428571428,112116.66666666669,0.0,0.0
2018-09-19,Senate Leadership Fund,North Dakota,144,657.1428571428573,955.8571428571428,35000.0,42855.85714285714,0.0,0.0
2018-09-19,Senate Leadership Fund,Tennessee,145,3381.5476190476197,3997.833333333334,167529.76190476192,200711.52380952387,0.0,0.0
2018-09-19,Senate Leadership Fund,West Virginia,146,5222.222222222223,6219.555555555557,203333.33333333328,244997.33333333328,0.0,0.0
2018-09-20,Senate Leadership Fund,Indiana,147,3607.142857142857,4392.214285714286,233928.57142857145,187499.42857142855,0.0,0.0
2018-09-20,Senate Leadership Fund,Missouri,148,6625.000000000001,9344.196428571428,344196.4285714286,399354.9107142857,0.0,0.0
2018-09-20,Senate Leadership Fund,Nevada,149,2242.857142857143,2854.761904761905,93785.71428571428,112116.66666666669,0.0,0.0
2018-09-20,Senate Leadership Fund,North Dakota,150,657.1428571428573,955.8571428571428,35000.0,42855.85714285714,0.0,0.0
2018-09-20,Senate Leadership Fund,Tennessee,151,3381.5476190476197,3997.833333333334,167529.76190476192,200711.52380952387,0.0,0.0
2018-09-20,Senate Leadership Fund,West Virginia,152,5222.222222222223,6219.555555555557,203333.33333333328,244997.33333333328,0.0,0.0
2018-09-21,Senate Leadership Fund,Indiana,153,3607.142857142857,4392.214285714286,233928.57142857145,187499.42857142855,0.0,0.0
2018-09-21,Senate Leadership Fund,Missouri,154,6625.000000000001,9344.196428571428,344196.4285714286,399354.9107142857,0.0,0.0
2018-09-21,Senate Leadership Fund,Nevada,155,2242.857142857143,2854.761904761905,93785.71428571428,112116.66666666669,0.0,0.0
2018-09-21,Senate Leadership Fund,North Dakota,156,657.1428571428573,955.8571428571428,35000.0,42855.85714285714,0.0,0.0
2018-09-21,Senate Leadership Fund,Tennessee,157,3348.214285714286,3931.5000000000014,164196.42857142858,195711.8571428572,0.0,0.0
2018-09-21,Senate Leadership Fund,West Virginia,158,8297.222222222219,9868.055555555551,317083.33333333326,383745.83333333326,0.0,0.0
2018-09-22,Senate Leadership Fund,Indiana,159,3607.142857142857,4392.214285714286,233928.57142857145,187499.42857142855,0.0,0.0
2018-09-22,Senate Leadership Fund,Missouri,160,6625.000000000001,9344.196428571428,344196.4285714286,399354.9107142857,0.0,0.0
2018-09-22,Senate Leadership Fund,Nevada,161,2242.857142857143,2854.761904761905,93785.71428571428,112116.66666666669,0.0,0.0
2018-09-22,Senate Leadership Fund,North Dakota,162,657.1428571428573,955.8571428571428,35000.0,42855.85714285714,0.0,0.0
2018-09-22,Senate Leadership Fund,Tennessee,163,2923.214285714286,3382.75,140446.42857142858,164463.10714285716,0.0,0.0
2018-09-22,Senate Leadership Fund,West Virginia,164,8297.222222222219,9868.055555555551,317083.33333333326,383745.83333333326,0.0,0.0
2018-09-23,Senate Leadership Fund,Indiana,165,3607.142857142857,4392.214285714286,233928.57142857145,187499.42857142855,0.0,0.0
2018-09-23,Senate Leadership Fund,Missouri,166,6625.000000000001,9344.196428571428,344196.4285714286,399354.9107142857,0.0,0.0
2018-09-23,Senate Leadership Fund,Nevada,167,2242.857142857143,2854.761904761905,93785.71428571428,112116.66666666669,0.0,0.0
2018-09-23,Senate Leadership Fund,North Dakota,168,657.1428571428573,955.8571428571428,35000.0,42855.85714285714,0.0,0.0
2018-09-23,Senate Leadership Fund,Tennessee,169,2923.214285714286,3382.75,140446.42857142858,164463.10714285716,0.0,0.0
2018-09-23,Senate Leadership Fund,West Virginia,170,8297.222222222219,9868.055555555551,317083.33333333326,383745.83333333326,0.0,0.0
2018-09-24,Senate Leadership Fund,Indiana,171,3607.142857142857,4392.214285714286,233928.57142857145,187499.42857142855,0.0,0.0
2018-09-24,Senate Leadership Fund,Missouri,172,6625.000000000001,9344.196428571428,344196.4285714286,399354.9107142857,0.0,0.0
2018-09-24,Senate Leadership Fund,Nevada,173,1642.8571428571433,2055.4285714285706,64285.71428571429,78284.0,0.0,0.0
2018-09-24,Senate Leadership Fund,North Dakota,174,657.1428571428573,955.8571428571428,35000.0,42855.85714285714,0.0,0.0
2018-09-24,Senate Leadership Fund,Tennessee,175,2923.214285714286,3382.75,140446.42857142858,164463.10714285716,0.0,0.0
2018-09-24,Senate Leadership Fund,West Virginia,176,8297.222222222219,9868.055555555551,317083.33333333326,383745.83333333326,0.0,0.0
2018-09-25,Senate Leadership Fund,Indiana,177,3607.142857142857,4392.214285714286,233928.57142857145,187499.42857142855,0.0,0.0
2018-09-25,Senate Leadership Fund,Missouri,178,7894.642857142857,10301.435714285717,424310.7142857143,498096.79285714286,0.0,0.0
2018-09-25,Senate Leadership Fund,Nevada,179,2114.2857142857147,2711.857142857143,52999.99999999999,61569.0,0.0,0.0
2018-09-25,Senate Leadership Fund,Tennessee,180,4537.5,5509.607142857143,196446.42857142855,231461.3928571429,0.0,0.0
2018-09-25,Senate Leadership Fund,West Virginia,181,7942.857142857143,9508.85714285714,335714.28571428556,396089.8095238095,0.0,0.0
2018-09-26,Senate Leadership Fund,Indiana,182,3607.142857142857,4392.214285714286,233928.57142857145,187499.42857142855,0.0,0.0
2018-09-26,Senate Leadership Fund,Missouri,183,6769.642857142857,8926.810714285715,308685.7142857143,360597.16785714286,0.0,0.0
2018-09-26,Senate Leadership Fund,Nevada,184,2114.2857142857147,2711.857142857143,52999.99999999999,61569.0,0.0,0.0
2018-09-26,Senate Leadership Fund,Tennessee,185,3400.0,4197.857142857144,134571.42857142858,157712.14285714287,0.0,0.0
2018-09-26,Senate Leadership Fund,West Virginia,186,7942.857142857143,9508.85714285714,335714.28571428556,396089.8095238095,0.0,0.0
2018-09-27,Senate Leadership Fund,Indiana,187,3607.142857142857,4392.214285714286,233928.57142857145,187499.42857142855,0.0,0.0
2018-09-27,Senate Leadership Fund,Missouri,188,6769.642857142857,8926.810714285715,308685.7142857143,360597.16785714286,0.0,0.0
2018-09-27,Senate Leadership Fund,Nevada,189,2114.2857142857147,2731.657142857143,52999.99999999999,61768.8,0.0,0.0
2018-09-27,Senate Leadership Fund,Tennessee,190,3400.0,4197.857142857144,134571.42857142858,157712.14285714287,0.0,0.0
2018-09-27,Senate Leadership Fund,West Virginia,191,7942.857142857143,9508.85714285714,335714.28571428556,396089.8095238095,0.0,0.0
2018-09-28,Senate Leadership Fund,Indiana,192,3607.142857142857,4392.214285714286,233928.57142857145,187499.42857142855,0.0,0.0
2018-09-28,Senate Leadership Fund,Missouri,193,6769.642857142857,8926.810714285715,308685.7142857143,360597.16785714286,0.0,0.0
2018-09-28,Senate Leadership Fund,Nevada,194,2114.2857142857147,2731.657142857143,52999.99999999999,61768.8,0.0,0.0
2018-09-28,Senate Leadership Fund,Tennessee,195,3400.0,4197.857142857144,134571.42857142858,157712.14285714287,0.0,0.0
2018-09-28,Senate Leadership Fund,West Virginia,196,7442.857142857143,8810.857142857141,315714.28571428556,371425.1428571429,0.0,0.0
2018-09-29,Senate Leadership Fund,Indiana,197,3607.142857142857,4392.214285714286,233928.57142857145,187499.42857142855,0.0,0.0
2018-09-29,Senate Leadership Fund,Missouri,198,6769.642857142857,8926.810714285715,308685.7142857143,360597.16785714286,0.0,0.0
2018-09-29,Senate Leadership Fund,Nevada,199,2114.2857142857147,2731.657142857143,52999.99999999999,61768.8,0.0,0.0
2018-09-29,Senate Leadership Fund,Tennessee,200,3400.0,4197.857142857144,134571.42857142858,157712.14285714287,0.0,0.0
2018-09-29,Senate Leadership Fund,West Virginia,201,7442.857142857143,8810.857142857141,315714.28571428556,371425.1428571429,0.0,0.0
2018-09-30,Senate Leadership Fund,Indiana,202,3607.142857142857,4392.214285714286,233928.57142857145,187499.42857142855,0.0,0.0
2018-09-30,Senate Leadership Fund,Missouri,203,6569.642857142857,8667.410714285714,304285.7142857143,353997.76785714284,0.0,0.0
2018-09-30,Senate Leadership Fund,Nevada,204,2114.2857142857147,2731.657142857143,52999.99999999999,61768.8,0.0,0.0
2018-09-30,Senate Leadership Fund,Tennessee,205,3400.0,4197.857142857144,134571.42857142858,157712.14285714287,0.0,0.0
2018-09-30,Senate Leadership Fund,West Virginia,206,7442.857142857143,8810.857142857141,315714.28571428556,371425.1428571429,0.0,0.0
2018-10-01,Senate Leadership Fund,Indiana,207,3607.142857142857,4392.214285714286,233928.57142857145,187499.42857142855,0.0,0.0
2018-10-01,Senate Leadership Fund,Missouri,208,7669.642857142857,10163.410714285714,384285.7142857143,453993.7678571429,0.0,0.0
2018-10-01,Senate Leadership Fund,Nevada,209,2614.285714285715,4023.657142857144,70999.99999999999,87760.79999999999,0.0,0.0
2018-10-01,Senate Leadership Fund,Tennessee,210,3400.0,4197.857142857144,134571.42857142858,157712.14285714287,0.0,0.0
2018-10-01,Senate Leadership Fund,West Virginia,211,7442.857142857143,8810.857142857141,315714.28571428556,371425.1428571429,0.0,0.0
2018-10-02,Senate Leadership Fund,Indiana,0,3888.888888888889,4554.555555555556,216666.66666666672,258332.33333333328,0.0,0.0
2018-10-02,Senate Leadership Fund,Missouri,213,9082.142857142857,11792.458333333334,493087.3015873016,572584.1250000001,0.0,0.0
2018-10-02,Senate Leadership Fund,North Dakota,213,633.3333333333333,732.3333333333333,33888.88888888888,39443.444444444445,0.0,0.0
2018-10-02,Senate Leadership Fund,Tennessee,214,3771.428571428571,4718.214285714285,206535.7142857143,245889.6428571428,0.0,0.0
2018-10-02,Senate Leadership Fund,West Virginia,2,2600.0,6069.0,159500.0,219469.0,0.0,0.0
2018-10-03,Senate Leadership Fund,Indiana,3,3888.888888888889,4554.555555555556,216666.66666666672,258332.33333333328,0.0,0.0
