date,funding_entity,region,Unnamed: 0,spend_lower,spend_upper,impressions_lower,impressions_upper,potential_reach_lower,potential_reach_upper
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Alabama,0,17.18685512820513,34.040312061098106,819.7474497435896,1090.7982976748103,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Alaska,1,2.1247379487179483,3.729474522179488,103.4279194871795,132.1040268683333,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Arizona,2,13.713038012820515,25.988457592385732,655.5050543589742,856.2475394870345,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Arkansas,3,11.77241487179487,23.240558284687843,580.629514871795,765.7774849753232,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,California,4,37.73237967948718,70.16324354891862,1811.9796610256408,2357.4775707010917,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Colorado,5,8.304743012820513,13.910407572001116,390.8553358974359,495.4110051204962,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Connecticut,6,3.6110862179487184,8.233035091945371,170.20711025641026,238.10770413876816,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Delaware,7,1.2643048717948715,2.5100605465607586,58.147659487179496,77.8137117856912,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Florida,8,42.51544532051282,78.59465441619844,2005.4931497435891,2612.617188240613,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Georgia,9,21.26594608974359,44.17983037778706,1022.6017728205127,1378.4644300767834,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Hawaii,10,1.2166939102564105,1.9807093129487177,61.31863179487179,76.40006554371794,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Idaho,11,5.011469038461539,10.570976573377926,234.3638430769231,319.55356162856185,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Illinois,12,20.376320512820516,37.324147365813815,993.1087297435896,1284.5920098056129,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Indiana,13,16.995396410256408,33.20999739714604,811.8234564102562,1073.89733601922,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Iowa,14,7.590930897435896,14.408189048439246,353.6274266666666,467.0491734631549,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Kansas,15,9.023982115384618,19.189417781822737,434.2619523076922,589.7153432634283,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Kentucky,16,14.440576474358974,33.21821811210145,724.6295605128206,998.167040255914,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Louisiana,17,11.878637115384615,24.88391184635452,585.8695153846154,786.6636251523744,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Maine,18,2.5853329487179493,5.162875560022297,132.11803179487177,172.7234181453066,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Maryland,19,4.526121858974358,7.667383877201782,214.45974512820518,271.99965234710146,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Massachusetts,20,6.050393141025642,9.712030877380156,291.0838717948718,363.7411135680156,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Michigan,21,19.120525384615384,39.0356211582776,931.8906061538464,1243.0604931566056,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Minnesota,22,10.283806987179489,20.465000217948717,491.5984656410257,654.9515634871794,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Mississippi,23,9.915956346153846,23.114801408712378,482.17883692307686,673.713852204699,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Missouri,24,20.599820384615384,38.08632419270903,1008.8709215384613,1306.7253531124416,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Montana,25,3.6983860256410246,7.320959715691192,177.1570102564103,235.296533436427,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Nebraska,26,5.186266794871795,10.50283727492196,248.36273487179488,332.5675669187347,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Nevada,27,5.073285064102564,9.184616765942028,252.2042487179488,323.28364889804914,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,New Hampshire,28,1.8592169871794868,4.47229862074136,91.74946564102562,128.78738660067447,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,New Jersey,29,6.409993012820514,13.670181703539575,302.61817897435895,412.24686163664984,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,New Mexico,30,4.09163891025641,7.606681443433668,196.33059333333333,255.1785370772129,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,New York,31,15.39812737179487,28.775368022430328,721.5436871794873,943.7657741645708,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,North Carolina,32,18.830864423076925,38.10771341471572,871.8842153846153,1173.0921237408031,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,North Dakota,33,2.0999530128205133,3.669118793355629,100.54980974358976,128.88107618633222,0.0,0.0
2019-11-22,CONGRESSIONAL LEADERSHIP FUND,Ohio,34,24.036671794871797,46.7847413295039,1147.925901025641,1516.591462133852,0.0,0.0
